,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
325,Ferrer Bobet, 2020,39.95,4.6,Vino tinto,Priorat,14.0,Cariñena,94.0,93.0,
326,Marqués de Burgos Crianza, 2020,13.75,5.0,Vino tinto,Ribera del Duero,14.5,Tempranillo,,,
327,Abracadabra Toro, 2021,12.5,4.7,Vino tinto,Toro,15.0,Tinta de Toro,,,
328,Cava Rimarts Brut Reserva 18, 2022,10.95,4.2,Cava,DO Cava,11.5,Macabeo,,,
329,Furvus, 2021,19.9,4.7,Vino tinto,Montsant,15.0,Garnacha peluda,90.0,92.0,
330,Cerro Añón Reserva, 2018,13.5,4.3,Vino tinto,Rioja,14.0,Tempranillo,92.0,92.0,
331,El Paraguas Atlántico, 2022,21.9,4.5,Vino blanco,Ribeiro,13.0,Treixadura,,,
332,Losada, 2020,12.5,4.1,Vino tinto,Bierzo,14.0,Mencía,91.0,91.0,93.0
333,Le Naturel, 2022,8.95,4.5,Vino tinto,Navarra,14.0,Garnacha,,,92.0
334,Pago de Carraovejas Cuesta de las Liebres, 2019,164.95,5.0,Vino tinto,Ribera del Duero,15.0,Tempranillo,94.0,96.0,
335,Matarromera Reserva, 2018,39.95,4.5,Vino tinto,Ribera del Duero,14.5,Tempranillo,90.0,,
336,Unculín, 2021,11.5,3.8,Vino tinto,Bierzo,13.5,Mencía,92.0,,
337,Alvear Pedro Ximénez 1927,,13.95,4.5,Vino dulce natural,Montilla-Moriles,16.0,Pedro ximénez,,,
338,Celeste Roble, 2022,9.95,4.3,Vino tinto,Ribera del Duero,14.0,Tempranillo,,,
339,Peique Ramón Valle, 2021,8.45,4.0,Vino tinto,Bierzo,14.5,Mencía,90.0,90.0,
340,Dehesa del Carrizal Syrah, 2019,18.5,4.5,Vino tinto,Pago Dehesa del Carrizal,15.0,Syrah,90.0,,
341,El Pedal, 2021,8.4,3.7,Vino tinto,Rioja,13.0,Tempranillo,90.0,91.0,
342,Luis Cañas Tinto Joven, 2022,7.25,4.3,Vino tinto,Rioja,14.0,Tempranillo,,,
343,Corimbo I, 2016,45.9,4.6,Vino tinto,Ribera del Duero,14.5,Tempranillo,95.0,94.0,94.0
344,Pago de los Capellanes El Nogal, 2019,59.4,4.6,Vino tinto,Ribera del Duero,14.0,Tempranillo,90.0,93.0,
345,Rebeldes, 2022,10.5,4.0,Vino tinto,Montsant,14.5,Garnacha,,,
346,Baltasar Gracián Viñas Viejas El Héroe, 2021,9.75,4.4,Vino tinto,Calatayud,15.0,Garnacha,92.0,92.0,
347,Marqués de Cáceres Verdejo, 2022,6.5,4.3,Vino blanco,Rueda,13.5,Verdejo,,,90.0
348,Nadal Brut Nature Reserva, 2016,15.9,4.8,Cava,Corpinnat,12.0,Parellada,,,
349,Ultreia La Claudina, 2022,48.4,5.0,Vino blanco,Bierzo,13.5,Godello,95.0,,
350,Tesalia Arx, 2021,19.95,4.9,Vino tinto,Cádiz,14.0,Syrah,90.0,,
351,Allende, 2014,21.9,4.9,Vino tinto,Rioja,13.5,Tempranillo,92.0,,
352,Enate Gewürztraminer, 2022,11.75,4.7,Vino blanco,Somontano,13.5,Gewürztraminer,,90.0,
353,Algueira Mencía, 2022,11.95,3.9,Vino tinto,Ribeira Sacra,13.0,Mencía,,,
354,Canals & Munné Lola Rosé Brut,,14.5,5.0,Cava,DO Cava,12.0,Pinot noir,,,
355,Bardos Verdejo, 2022,7.3,4.3,Vino blanco,Rueda,13.0,Verdejo,,,
356,Altos de Luzón, 2020,13.75,4.9,Vino tinto,Jumilla,14.5,Monastrell,,91.0,90.0
357,Canals & Munné Dionysus Brut Nature Eco, 2021,9.95,4.8,Cava,DO Cava,12.0,Xarel·lo,,,
358,Pago Florentino, 2020,12.9,4.5,Vino tinto,Pago Florentino,14.0,Cencibel,90.0,,91.0
359,Descomunal Verdejo, 2022,4.2,4.1,Vino blanco,Rueda,13.0,Verdejo,,,
360,Enate Chardonnay Fermentado en Barrica, 2022,18.25,4.8,Vino blanco,Somontano,14.5,Chardonnay,,92.0,
