,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
465,Barahonda Organic Barrica, 2020,"9,20 €","4,5",Vino tinto,Yecla,"14,5%",Monastrell,NA,NA,NA
466,Familia Pacheco Organic, 2022,"5,60 €","4,0",Vino tinto,Jumilla,"14,0%",Monastrell,NA,NA,NA
467,Pata Negra Roble, 2022,"5,95 €","4,8",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
468,La Orquesta, 2019,"14,90 €","4,3",Vino blanco,Castilla y León,"13,0%",Garnacha blanca,93 PK,NA,NA
469,Quinta Quietud, 2017,"19,80 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,92 PN,NA
470,Par - Vino naranja," (0,5 L)","14,50 €","4,6",Vino Naranja del Condado de Huelva,Condado de Huelva,"15,0%",Zalema,NA,NA,NA
471,Coca i Fitó Maragda, 2017,"17,90 €","3,8",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
472,Agustí Torelló Mata Gran Reserva Barrica, 2018,"24,50 €","4,6",Cava,DO Cava,"12,0%",Macabeo,90 PK,90 PN,NA
473,Carmelo Rodero TSM, 2021,"64,55 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,92 PK,94 PN,NA
474,Afortunado, 2022,"7,50 €","4,6",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
475,Pulpo Albariño, 2022,"12,50 €","3,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
476,La Maldita Revolution, 2020,"11,85 €","3,7",Vino tinto,Rioja,"14,5%",Garnacha,91 PK,90 PN,NA
477,Gran Feudo Casilla Del Guapo, 2021,"7,20 €","5,0",Vino tinto,Navarra,"14,0%",Tempranillo,NA,NA,NA
478,Palacio de Bornos Frizzante Rosado,,"6,50 €","5,0",Vino dulce frizzante,Rueda,"5,5%",Tempranillo,NA,NA,NA
479,Altos de Losada, 2021,"19,95 €","3,8",Vino tinto,Bierzo,"14,0%",Mencía,92 PK,NA,93 SK
480,A Coroa, 2022,"13,50 €","4,0",Vino blanco,Valdeorras,"13,5%",Godello,91 PK,NA,NA
481,Agustí Torelló Mata Gran Reserva Brut Nature, 2017,"16,90 €","4,2",Cava,DO Cava,"11,5%",Macabeo,91 PK,NA,NA
482,Ekam, 2022,"26,50 €","4,1",Vino blanco,Costers del Segre,"12,5%",Riesling,93 PK,91 PN,NA
483,El Reventón La Reina, 2022,"33,95 €","0,0",Vino tinto,Cebreros,"13,0%",Garnacha,92-93 PK,NA,NA
484,Corambres, 2022,"9,95 €","5,0",Vino tinto,Castilla,"14,0%",Tempranillo,NA,NA,NA
485,Camino de los Arrieros, 2021,"14,90 €","4,0",Vino tinto,Arribes,"11,5%",Trincadeira,93 PK,NA,92 SK
486,David & Goliath, 2021,"19,55 €","4,8",Vino tinto,España,"14,5%",Bobal,NA,NA,NA
487,Añares Terranova Rueda Verdejo, 2022,"6,50 €","4,8",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
488,Bassus Pinot Noir, 2021,"26,95 €","4,3",Vino tinto,Utiel-Requena,"13,5%",Pinot noir,NA,91 PN,NA
489,Barón de Ley Reserva, 2018,"10,50 €","4,5",Vino tinto,Rioja,"14,5%",Tempranillo,NA,91 PN,NA
490,Cuatro Rayas Cuarenta Vendimias Ribera Duero, 2020,"8,95 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
491,Suertes del Marqués El Trenzado, 2022,"21,25 €","4,8",Vino blanco,Valle de La Orotava,"12,0%",Listán blanco,94 PK,NA,NA
492,Mas d'en Gil Vi de Vila Bellmunt del Priorat, 2020,"17,90 €","3,9",Vino tinto,Priorat,"14,5%",Garnacha,92 PK,NA,NA
493,AA Parvus Chardonnay, 2023,"10,85 €","4,0",Vino blanco,Alella,"13,0%",Chardonnay,NA,NA,NA
494,Missenyora, 2021,"13,85 €","5,0",Vino blanco,Costers del Segre,"14,5%",Macabeo,90 PK,NA,NA
495,Fábregas Puro Syrah, 2020,"12,00 €","5,0",Vino tinto,Somontano,"14,0%",Syrah,NA,NA,NA
496,Lolo, 2022,"10,20 €","4,1",Vino blanco,Rías Baixas,"12,0%",Albariño,NA,NA,NA
497,Perelada Blue Festival Brut Reserva,,"6,95 €","4,3",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
498,Enate Syrah-Shiraz, 2019,"23,50 €","4,7",Vino tinto,Somontano,"14,0%",Syrah,NA,90 PN,NA
499,Viña Pomal Reserva, 2017,"14,90 €","4,2",Vino tinto,Rioja,"14,5%",Tempranillo,91 PK,NA,NA
500,Montsant Artesà Brut Nature,,"7,70 €","4,3",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
501,S' Naranja," (0,5 L)","13,95 €","4,8",Vino Naranja del Condado de Huelva,Condado de Huelva,"15,0%",Pedro ximénez,NA,NA,NA
502,D'Iatra Gratallops Vi de Vila, 2017,"18,40 €","4,6",Vino tinto,Priorat,"15,5%",Cariñena,NA,NA,NA
503,Finca Antigua Moscatel," 2022 (0,37 L)","8,55 €","4,8",Vino dulce,La Mancha,"13,0%",Moscatel de grano menudo,NA,NA,NA
504,Akutain Crianza, 2018,"14,90 €","0,0",Vino Tinto,Rioja,"13,0%",Tempranillo,91+ PK,NA,NA
505,Manzanilla Pasada Pastrana,,"16,60 €","4,3",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
506,La Pantera Rosa, 2021,"8,20 €","0,0",Vino rosado,Cebreros,"13,0%",Garnacha,92 PK,NA,NA
507,L'Antana, 2013,"14,90 €","5,0",Vino tinto,Penedès,"14,5%",Merlot,NA,NA,NA
508,Marqués de Cáceres Gran Reserva, 2016,"19,90 €","4,4",Vino tinto,Rioja,"14,5%",Tempranillo,NA,92 PN,94 SK
509,Torremilanos Montecastrillo, 2022,"9,15 €","5,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,90 PK,NA,NA
510,Martín Códax Lías, 2021,"21,50 €","4,3",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,93 PN,NA
511,Altos de Torona Godello, 2022,"11,50 €","3,9",Vino blanco,Rías Baixas,"12,5%",Godello,NA,NA,NA
512,Mauro Estévez, 2022,"16,90 €","0,0",Vino blanco,Ribeiro,"13,0%",Treixadura,92+ PK,91 PN,NA
513,Lan Gran Reserva, 2016,"19,95 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,NA,92 PN,93 SK
514,Perplejo, 2022,"9,50 €","4,7",Vino blanco,Rueda,"12,5%",Verdejo,NA,NA,NA
515,Anna de Codorniu Ice Edition,,"9,95 €","4,2",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
516,Huguet Reserva Brut Clàssic, 2016,"14,90 €","5,0",Cava,Corpinnat,"12,5%",Parellada,NA,NA,NA
517,Lustau Manzanilla Papirusa,,"11,95 €","4,5",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
518,Anais Xarel·lo, 2022,"7,60 €","5,0",Vino blanco,Penedès,"12,0%",Xarel·lo,NA,NA,NA
519,Club Altanza Reserva, 2015,"21,90 €","4,7",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,93 PN,93 SK
520,Artadi El Carretil, 2014,"185,00 €","4,8",Vino tinto,España,"14,5%",Tempranillo,95-97 PK,97 PN,99 SK
521,Clarete de Luna Rosado, 2022,"6,20 €","4,1",Vino clarete,Cigales,"13,0%",Tempranillo,NA,NA,NA
522,Maruxa Godello, 2023,"9,90 €","3,3",Vino blanco,Valdeorras,"13,5%",Godello,90 PK,NA,NA
523,Herència Altés Garnatxa Blanca, 2022,"8,95 €","4,5",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,91 SK
524,El Molar, 2021,"18,45 €","4,1",Vino tinto,Jumilla,"15,0%",Garnacha,95 PK,94 PN,NA
525,Castro Candaz Finca El Curvado, 2019,"17,50 €","4,3",Vino tinto,Ribeira Sacra,"13,0%",Mencía,92 PK,NA,NA
526,Villa de Corullón, 2021,"53,75 €","4,5",Vino tinto,Bierzo,"14,0%",Mencía,95-97 PK,94 PN,95 SK
527,Emilio Moro La Felisa, 2022,"26,90 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
528,Ximénez-Spínola Exceptional Harvest, 2022,"19,70 €","4,7",Vino blanco,Jerez-Manzanilla,"12,5%",Pedro ximénez,NA,NA,NA
529,Atalier Albariño, 2022,"15,90 €","4,0",Vino blanco,Rías Baixas,"13,0%",Albariño,94 PK,NA,NA
530,Valdespino Manzanilla Deliciosa en Rama - Saca de Primavera," (0,37 L)","9,95 €","4,9",Manzanilla,Jerez-Manzanilla,"15,0%",Palomino fino,NA,NA,NA
531,El Grifo Lías, 2021,"22,00 €","5,0",Vino blanco,Lanzarote,"13,0%",Malvasía,NA,NA,NA
532,Enrique Mendoza Pinot Noir, 2022,"9,95 €","4,1",Vino tinto,Alicante,"14,0%",Pinot noir,NA,NA,NA
533,Fillaboa, 2022,"16,50 €","4,3",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,90 PN,NA
534,Celeste Crianza, 2020,"21,95 €","4,7",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,90 PN,92 SK
535,Casa Agrícola Tinto, 2021,"11,80 €","4,2",Vino tinto,Alicante,"14,0%",Monastrell,92 PK,92 PN,NA
536,Altanza Reserva, 2017,"13,50 €","3,5",Vino tinto,Rioja,"14,0%",Tempranillo,91+ PK,91 PN,92 SK
537,Acusp, 2019,"39,00 €","4,8",Vino tinto,Costers del Segre,"12,5%",Pinot noir,93 PK,93 PN,NA
538,Clunia Malbec, 2019,"26,80 €","3,5",Vino tinto,Castilla y León,"15,0%",Malbec,NA,NA,NA
539,Artadi Tradición, 2022,"14,75 €","3,8",Vino de maceración carbónica,España,"14,0%",Tempranillo,90 PK,NA,NA
540,Mont-Ferrant Brut Reserva Ecològic,,"10,95 €","0,0",Cava,DO Cava,"11,0%",Xarel·lo,NA,NA,NA
541,Azabache Crianza Vendimia Seleccionada, 2019,"5,90 €","4,4",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
542,Carpetano, 2019,"15,25 €","5,0",Vino Tinto,España,"14,5%",Garnacha,NA,NA,NA
543,Baigorri Reserva, 2018,"21,95 €","4,7",Vino tinto,Rioja,"14,5%",Tempranillo,94 PK,92 PN,91 SK
544,Raimat Castell Chardonnay, 2022,"7,45 €","4,4",Vino blanco,Costers del Segre,"13,0%",Chardonnay,NA,90 PN,NA
545,Milsetentayseis, 2020,"53,95 €","0,0",Vino Tinto,Ribera del Duero,"14,5%",Tempranillo,93 PK,NA,94 SK
546,Cantocuerdas Albillo, 2020,"17,90 €","4,5",Vino blanco,Vinos de Madrid,"14,0%",Albillo,91+ PK,NA,NA
547,Muriel Fincas De La Villa Reserva, 2018,"12,50 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,92 SK
548,Finca Dofí, 2021,"95,90 €","4,7",Vino tinto,Priorat,"14,5%",Garnacha,96-98 PK,96 PN,95 SK
549,Cresta Rosa,,"4,25 €","4,1",Vino rosado frizzante,España,"12,5%",Tempranillo,NA,NA,NA
550,Taberner, 2017,"23,95 €","4,5",Vino tinto,Cádiz,"15,0%",Syrah,92 PK,NA,NA
551,Museum Reserva, 2019,"13,50 €","4,6",Vino tinto,Cigales,"14,5%",Tempranillo,90 PK,92 PN,91 SK
552,Damana 5, 2021,"9,50 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,92 SK
553,Tajinaste Blanco Seco, 2022,"13,95 €","4,0",Vino blanco,Ycoden-Daute-Isora,"12,5%",Listán blanco,NA,NA,NA
554,Viña Esmeralda, 2022,"9,95 €","4,7",Vino blanco,Penedès,"11,5%",Moscatel de Alejandría,NA,NA,NA
555,Crater, 2018,"28,70 €","0,0",Vino tinto,Tacoronte - Acentejo,"13,5%",Listán negro,NA,91 PN,NA
556,Vulcano Malvasia Seco, 2022,"27,95 €","4,6",Vino blanco,Lanzarote,"13,0%",Malvasía,NA,NA,NA
557,La Creu Alta, 2018,"95,55 €","5,0",Vino tinto,Priorat,"14,5%",Cariñena,94 PK,96 PN,NA
558,Pazo de Villarei, 2022,"9,95 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
559,Boada Reserva, 2013,"15,95 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
560,AA Dolç Mataró," 2020 (0,37 L)","18,90 €","5,0",Cosecha tardía,Alella,"15,0%",Mataró,NA,91 PN,NA
561,Diaz Bayo 15 Meses Crianza, 2021,"12,75 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,90 PN,NA
562,Maior De Mendoza Sobre Lías, 2023,"14,50 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,90 PN,91 SK
563,Can Axartell Rosado, 2022,"15,50 €","4,5",Vino rosado,Mallorca,"12,0%",Pinot noir,NA,NA,NA
564,Viuda Negra Crianza, 2021,"9,70 €","4,3",Vino tinto,Rioja,"15,0%",Tempranillo,91 PK,NA,NA
565,Lafou Els Amelers, 2022,"15,50 €","4,6",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,91 PK,NA,NA
566,Pingus, 2021,"1750,00 €","5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,98-100 PK,99 PN,99 SK
567,Planetes de Nin Clàssic, 2021,"40,90 €","3,8",Vino tinto,Priorat,"14,5%",Garnacha,96 PK,NA,NA
568,Táganan Tinto, 2022,"34,50 €","4,7",Vino tinto,España,"12,0%",Listán negro,95 PK,92 PN,95 SK
569,La Mateo Tempranillo Blanco FB, 2020,"24,95 €","0,0",Vino blanco,Rioja,"13,0%",Tempranillo blanco,NA,90 PN,NA
570,Pita Verderrubí Verdejo Ecológico, 2022,"8,40 €","4,5",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
571,Beronia Crianza, 2020,"7,90 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,92 SK
572,Bicicletas y Peces Verdejo, 2022,"9,80 €","4,3",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
573,Viña Pomal Blanco, 2022,"7,50 €","4,3",Vino blanco,Rioja,"12,5%",Viura,NA,90 PN,NA
574,XIII Lunas, 2018,"7,80 €","4,6",Vino tinto,Rioja,"13,5%",Garnacha,NA,NA,NA
575,AC La Rodetta, 2022,"6,80 €","4,6",Vino blanco,España,"10,5%",Viura,NA,NA,NA
576,Frisach L'Abrunet Blanc, 2022,"9,30 €","4,2",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,NA
577,Amfitrió de l'Empordà, 2020,"14,90 €","5,0",Vino Tinto,Empordà,"15,0%",Garnacha,NA,NA,NA
578,Abadal Picapoll, 2022,"13,95 €","4,6",Vino blanco,Pla de Bages,"12,5%",Picapoll,NA,90 PN,92 SK
579,Gran Barquero Amontillado,,"26,90 €","4,7",Amontillado,Montilla-Moriles,"19,0%",Pedro ximénez,NA,NA,NA
580,Honoro Vera Monastrell Organic, 2022,"6,45 €","4,4",Vino tinto,Jumilla,"14,5%",Monastrell,90 PK,91 PN,NA
581,Ama de Gorka Izagirre, 2019,"34,50 €","0,0",Vino blanco,Bizkaiko Txakolina,"13,5%",Hondarribi zerratia,NA,NA,NA
582,Laus Crianza, 2019,"6,50 €","3,8",Vino tinto,Somontano,"14,0%",Merlot,NA,NA,NA
583,Mas de Mancuso Garnacha, 2018,"29,95 €","4,5",Vino tinto,Cariñena,"14,5%",Garnacha,94 PK,93 PN,91 SK
584,Familia Valdelana Crianza, 2020,"8,95 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,91 PN,NA
585,Marqués de Riscal Limousin, 2022,"19,20 €","4,5",Vino blanco,Rueda,"13,0%",Verdejo,NA,93 PN,92 SK
586,Valdesil Godello sobre lías, 2022,"16,90 €","3,3",Vino blanco,Valdeorras,"13,5%",Godello,90 PK,93 PN,NA
587,Pissarres, 2021,"16,95 €","4,3",Vino tinto,Priorat,"14,5%",Garnacha,91 PK,92 PN,NA
588,Azpilicueta Reserva, 2018,"13,60 €","4,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,91 PN,NA
589,Torre Barreda Tempranillo, 2022,"7,95 €","4,0",Vino tinto,Castilla,"14,5%",Tempranillo,NA,NA,NA
590,Portia Roble, 2022,"8,40 €","4,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,92 SK
591,Las Iruelas, 2021,"153,50 €","0,0",Vino tinto,Castilla y León,"14,0%",Garnacha,98 PK,NA,95 SK
592,La Garnatxa Fosca del Priorat, 2021,"14,25 €","3,9",Vino tinto,Priorat,"15,0%",Garnacha,NA,NA,NA
593,Marge, 2019,"18,95 €","4,2",Vino tinto,Priorat,"15,0%",Garnacha,90 PK,NA,NA
594,Conde Valdemar Reserva, 2015,"13,50 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,NA,NA
595,Condes de Albarei, 2022,"10,50 €","4,0",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
596,Pazo Baión, 2022,"18,50 €","4,4",Vino blanco,Rías Baixas,"12,5%",Albariño,91 PK,NA,NA
597,Fedellos do Couto Lomba dos Ares, 2021,"19,90 €","3,4",Vino tinto,Ribeira Sacra,"12,5%",Mencía,94 PK,NA,NA
598,Pirineos Gewürztraminer, 2023,"8,95 €","4,0",Vino blanco,Somontano,"13,0%",Gewürztraminer,NA,90 PN,90 SK
599,Cirsion, 2019,"210,00 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,95 PK,95 PN,98 SK
600,Pago de Santa Cruz, 2021,"52,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92 PK,95 PN,NA
601,Ximénez-Spínola Pedro Ximenez Muy Viejo,,"59,89 €","0,0",Vino dulce natural,Jerez-Manzanilla,"15,0%",Pedro ximénez,NA,NA,NA
602,Dehesa del Carrizal Cabernet Sauvignon, 2020,"18,80 €","4,4",Vino tinto,Pago Dehesa del Carrizal,"15,0%",Cabernet sauvignon,91 PK,NA,93 SK
603,Mas d'en Compte Negre, 2016,"19,95 €","4,4",Vino tinto,Priorat,"14,5%",Cariñena,91 PK,NA,NA
604,Vi-Ve Maceración Carbónica, 2022,"6,95 €","4,0",Vino de maceración carbónica,Rioja,"14,5%",Tempranillo,NA,NA,NA
605,Artuke Tinto, 2022,"7,60 €","3,9",Vino tinto,Rioja,"13,5%",Tempranillo,91+ PK,90 PN,NA
606,César Príncipe, 2020,"22,40 €","4,4",Vino tinto,Cigales,"13,5%",Tempranillo,92 PK,93 PN,NA
607,Ullones, 2023,"8,75 €","4,5",Vino rosado,Empordà,"13,0%",Garnacha,NA,NA,NA
608,Gran Juvé & Camps, 2017,"34,90 €","0,0",Cava,DO Cava,"12,0%",Parellada,91 PK,95 PN,NA
609,Parxet Brut Reserva, 2019,"12,95 €","4,0",Cava,DO Cava,"11,5%",Pansa blanca,NA,NA,NA
610,Tinto Figuero 12 Meses, 2020,"19,25 €","4,8",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,NA,NA
611,Poesia Crianza, 2019,"3,90 €","4,3",Vino tinto,Catalunya,"13,0%",Tempranillo,NA,NA,NA
612,Rebisaca, 2021,"12,90 €","5,0",Vino blanco,Rías Baixas,"13,5%",Albariño,93 PK,NA,NA
613,Familia Valdelana Blanco Semidulce, 2022,"6,90 €","4,9",Vino semidulce,Rioja,"12,5%",Malvasía,NA,NA,NA
614,Maior De Mendoza Fulget, 2023,"9,60 €","4,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,90 SK
615,Mastinell Eliane, 2022,"13,90 €","0,0",Vino blanco,Penedès,"13,0%",Chardonnay,NA,NA,NA
616,Tal Com Raja Negre, 2022,"6,20 €","5,0",Vino tinto,Terra Alta,"14,0%",Garnacha,NA,NA,NA
617,Torre de Golbán Crianza, 2019,"12,95 €","4,2",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
618,Reina de los Deseos, 2021,"86,10 €","0,0",Vino tinto,Vinos de Madrid,"14,5%",Garnacha,96+ PK,NA,NA
619,Mía Freixenet Blanco, 2022,"4,95 €","4,6",Vino blanco,Penedès,"11,0%",Macabeo,NA,NA,NA
620,Poesia Garnacha Blanca, 2022,"3,90 €","3,8",Vino blanco,Catalunya,"12,5%",Garnacha blanca,NA,NA,NA
621,Cava Bach Brut Nature,,"4,80 €","4,5",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
622,Finca Terrerazo, 2021,"27,85 €","4,6",Vino tinto,El Terrerazo,"14,5%",Bobal,94+ PK,94 PN,NA
623,Honoro Vera Monastrell, 2022,"6,45 €","4,8",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
624,Hombros, 2020,"18,95 €","4,5",Vino tinto,Bierzo,"13,5%",Mencía,91 PK,92 PN,92 SK
625,Gotim Bru, 2021,"9,90 €","4,1",Vino tinto,Costers del Segre,"14,0%",Tempranillo,90 PK,91 PN,NA
626,Lan Reserva, 2017,"13,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,91 PN,NA
627,Codorníu Zero,,"7,95 €","5,0",Cava,España,NA,Airén,NA,NA,NA
628,Casas de Moya Maria, 2020,"11,95 €","4,1",Vino tinto,Utiel-Requena,"14,5%",Bobal,NA,NA,NA
629,Altanza Sauvignon Blanc, 2022,"7,50 €","5,0",Vino blanco,Rioja,"13,0%",Sauvignon blanc,NA,NA,90 SK
630,Venta La Ossa Syrah, 2019,"13,50 €","4,2",Vino tinto,Castilla,"15,0%",Syrah,NA,93 PN,NA
631,Pago Mota, 2021,"7,25 €","4,0",Vino blanco,Castilla,"12,5%",Chardonnay,NA,NA,NA
632,Nadal Salvatge Brut, 2016,"19,40 €","4,0",Cava,Corpinnat,"12,0%",Macabeo,NA,NA,NA
633,Boig Per Tu, 2020,"15,95 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
634,Mestizaje, 2021,"10,90 €","4,2",Vino tinto,El Terrerazo,"13,5%",Bobal,91 PK,91 PN,NA
635,Do Ferreiro Adina, 2022,"30,50 €","4,0",Vino blanco,Rías Baixas,"12,5%",Albariño,94+ PK,NA,NA
636,Tarima Mediterráneo, 2022,"6,50 €","4,4",Vino blanco,Alicante,"12,0%",Merseguera,NA,NA,NA
637,Condado de Oriza Reserva, 2017,"18,90 €","4,4",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,93 SK
638,Atteca, 2020,"13,25 €","4,4",Vino tinto,Calatayud,"15,0%",Garnacha,90+ PK,93 PN,90 SK
639,Castillo de Monjardín Chardonnay Barrica Sel., 2021,"11,50 €","4,0",Vino blanco,Navarra,"13,5%",Chardonnay,NA,NA,NA
640,Baynos, 2021,"65,00 €","5,0",Vino Tinto,Rioja,"14,0%",Tempranillo,94-96 PK,NA,NA
641,Gotas de Mar, 2022,"12,80 €","4,5",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
642,Ninín, 2021,"9,95 €","0,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
643,Cava Faustino Semi Seco,,"7,45 €","4,8",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
644,Tobelos Crianza, 2019,"11,30 €","4,0",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,90 PN,NA
645,Valenciso, 2017,"24,50 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,94 PK,NA,NA
646,Les Tosses, 2019,"210,00 €","5,0",Vino tinto,Priorat,"13,5%",Cariñena,97+ PK,97 PN,97 SK
647,Rodrigo Méndez Muti, 2021,"25,95 €","4,3",Vino blanco,Rías Baixas,"13,0%",Albariño,93 PK,NA,NA
648,Parotet, 2017,"19,35 €","4,0",Vino tinto,Valencia,"14,5%",Mandó,95 PK,NA,NA
649,El Nen de Can Maset, 2021,"7,50 €","5,0",Vino tinto,Empordà,"14,5%",Syrah,NA,NA,NA
650,Vilarnau Brut Nature Reserva,,"12,40 €","4,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
651,13 Cántaros Nicolás, 2021,"8,45 €","3,9",Vino tinto,Cigales,"14,0%",Tempranillo,NA,NA,NA
652,Emina Verdejo, 2022,"5,95 €","4,3",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,NA
653,Obsequi de l'Empordà, 2022,"13,90 €","5,0",Vino blanco,Empordà,"13,5%",Garnacha blanca,NA,NA,NA
654,Ramón Bilbao Gran Reserva, 2014,"29,50 €","4,8",Vino tinto,Rioja,"14,0%",Tempranillo,90+ PK,93 PN,NA
655,Lagunilla Viura, 2021,"4,80 €","4,5",Vino blanco,Rioja,"12,5%",Viura,NA,NA,NA
656,Tarima Monastrell, 2022,"5,90 €","4,2",Vino tinto,Alicante,"14,5%",Monastrell,91 PK,91 PN,NA
657,Rigol Brut,,"4,80 €","4,3",Cava,DO Cava,"11,5%",Parellada,NA,NA,NA
658,A Dos Manos, 2020,"12,50 €","4,0",Vino Tinto,Méntrida,"14,0%",Garnacha,93 PK,92 PN,NA
659,Perelada 3 Fincas Crianza, 2020,"7,20 €","4,6",Vino tinto,Empordà,"14,0%",Garnacha,NA,NA,NA
660,Valduero 6 Años Reserva Premium, 2015,"67,95 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,94 PK,NA,NA
661,Dehesa de los Canónigos Quinta Generación, 2022,"11,95 €","3,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,91 PK,NA,NA
662,Bracamonte Crianza, 2016,"12,50 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,92 PN,NA
663,Montecillo Gran Reserva, 2015,"18,50 €","0,0",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
664,El Telar, 2019,"18,50 €","5,0",Vino tinto,Alicante,"15,5%",Monastrell,91 PK,NA,NA
665,Pazo das Bruxas, 2022,"14,90 €","5,0",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,90 PN,NA
666,Coca i Fitó Blanc, 2021,"12,95 €","0,0",Vino blanco,Montsant,"13,5%",Garnacha blanca,NA,NA,NA
667,César Florido Moscatel Especial,,"11,50 €","4,0",Vino dulce natural,Jerez-Manzanilla,"18,0%",Moscatel de Alejandría,NA,NA,NA
668,Mas Alta Els Pics Blanc, 2021,"17,65 €","0,0",Vino blanco,Priorat,"13,5%",Garnacha blanca,NA,NA,NA
669,Nona, 2021,"14,50 €","4,0",Vino tinto,Priorat,"14,5%",Garnacha,NA,NA,NA
670,Edulis Crianza, 2019,"7,60 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,90 SK
671,Viña Sastre Roble, 2021,"10,90 €","4,1",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,92 PN,NA
672,Torelló Brut Nature Tradicional, 2017,"16,95 €","4,1",Cava,Corpinnat,"12,0%",Macabeo,92 PK,NA,NA
673,Mestres Imperial Gran Reserva, 2013,"18,95 €","0,0",Cava,DO Cava,"12,0%",Macabeo,90 PK,NA,NA
674,Summa Varietalis, 2020,"19,90 €","4,0",Vino tinto,Dominio de Valdepusa,"15,0%",Cabernet sauvignon,91 PK,91 PN,NA
675,Luna Beberide Art, 2021,"21,30 €","5,0",Vino tinto,Bierzo,"13,5%",Mencía,94 PK,90 PN,93 SK
676,Dahlia Gris, 2022,"10,70 €","5,0",Vino rosado,Penedès,"12,5%",Garnacha gris,NA,NA,NA
